Internal ID,Date,Type,Document Number,Name,Amount Remaining,Amount,Memo,PO/Check Number,Status,Customer Internal ID
3849420,4/19/2022,Invoice,I260706186,Bluestem Brands,1160.64,1160.64,,PO000091931743,Open,4871
3849422,4/19/2022,Invoice,I260706190,Bluestem Brands,653.18,653.18,,PO000091934183,Open,4871
3849424,4/19/2022,Invoice,I260706195,Bluestem Brands,422.64,422.64,,PO000091932017,Open,4871
3860006,4/20/2022,Invoice,I260706222,Bluestem Brands,398.2,398.2,,PO000091954583,Open,4871
3860007,4/20/2022,Invoice,I260706224,Bluestem Brands,398.2,398.2,,PO000091956121,Open,4871
3860112,4/20/2022,Invoice,I260706233,Bluestem Brands,529.3,529.3,,PO000091946787,Open,4871
3866002,4/21/2022,Invoice,I260706294,Bluestem Brands,398.2,398.2,,PO000091975424,Open,4871
3866007,4/21/2022,Invoice,I260706303,Bluestem Brands,398.2,398.2,,PO000091976883,Open,4871
3866011,4/21/2022,Invoice,I260706310,Bluestem Brands,529.3,529.3,,PO000091968374,Open,4871
3866094,4/21/2022,Invoice,I260706283,Bluestem Brands,874.35,874.35,,PO000091971330,Open,4871
3866097,4/21/2022,Invoice,I260706287,Bluestem Brands,141.65,141.65,,PO000091975740,Open,4871
3866098,4/21/2022,Invoice,I260706289,Bluestem Brands,398.2,398.2,,PO000091978082,Open,4871
3866118,4/21/2022,Invoice,I260706312,Bluestem Brands,877.61,877.61,,PO000091968602,Open,4871
